evidence_id,case_id,evidence_type,description,status,collected_by
EV006321,CASE002688,Photo,Repellat eaque recusandae voluptatum autem natus ab enim enim.,Sent to FSL,OFF00374
EV006322,CASE006690,Mobile Phone,Beatae modi temporibus voluptatibus possimus.,Sent to FSL,OFF00107
EV006323,CASE009496,Photo,Tenetur minima quia sed porro dolorum enim.,Verified,OFF00173
EV006324,CASE001989,Mobile Phone,Repellat quis omnis mollitia fugiat impedit voluptas aut at libero consequatur.,Sent to FSL,OFF00226
EV006325,CASE003465,Photo,Nisi ullam maxime cupiditate non.,Sent to FSL,OFF00055
EV006326,CASE002329,Mobile Phone,Eius optio iure exercitationem.,Sent to FSL,OFF00147
EV006327,CASE003458,Mobile Phone,Veritatis aut odit deleniti libero aliquid provident molestias.,Verified,OFF00158
EV006328,CASE008340,DNA Sample,Eligendi aspernatur non delectus est ab voluptas rerum nam iusto.,Sent to FSL,OFF00055
EV006329,CASE005907,Laptop,Cum voluptatem et vero sequi nam voluptates.,Collected,OFF00153
EV006330,CASE002456,Video,Qui nam sint dolorem delectus distinctio cum cupiditate magni laborum.,Collected,OFF00289
EV006331,CASE001867,Laptop,Incidunt tenetur delectus quas excepturi delectus veritatis et magnam.,Collected,OFF00052
EV006332,CASE005068,DNA Sample,Repellendus nemo dolorum architecto minus vel esse.,Pending Analysis,OFF00285
EV006333,CASE009108,Weapon,In nemo molestias quaerat exercitationem vel vitae odit vitae.,Verified,OFF00366
EV006334,CASE005186,Call Records,Ad alias ipsum atque ut eligendi.,Collected,OFF00183
EV006335,CASE007478,Bank Statement,Tempore qui nemo cumque iusto repellendus iure consectetur eligendi officia tempore.,Sent to FSL,OFF00258
EV006336,CASE008589,Vehicle,Occaecati facere quisquam quod inventore.,Pending Analysis,OFF00196
EV006337,CASE004677,Call Records,Modi quis excepturi non est id sunt.,Sent to FSL,OFF00025
EV006338,CASE008908,Mobile Phone,Ex impedit nulla distinctio fugiat repellendus aliquam consequatur odio.,Pending Analysis,OFF00099
EV006339,CASE003510,Driving License,Voluptates ipsum maiores aut necessitatibus tempora veritatis error.,Verified,OFF00174
EV006340,CASE006408,WhatsApp Chat,Occaecati numquam iure doloribus rerum aspernatur distinctio exercitationem totam fuga.,Pending Analysis,OFF00474
EV006341,CASE006001,Laptop,Exercitationem odit quisquam nostrum vel iusto iste nihil est eos.,Sent to FSL,OFF00103
EV006342,CASE004457,Video,Cum nobis minus assumenda vero quos.,Pending Analysis,OFF00461
EV006343,CASE008207,Mobile Phone,Error animi tenetur laudantium quae nulla.,Collected,OFF00164
EV006344,CASE008017,Call Records,Ratione iste numquam vitae ducimus possimus officia.,Collected,OFF00466
EV006345,CASE009331,Video,Placeat amet cumque inventore commodi aliquid minima tenetur aspernatur sapiente.,Sent to FSL,OFF00310
EV006346,CASE004927,Photo,Magnam magnam illum impedit incidunt asperiores assumenda.,Pending Analysis,OFF00364
EV006347,CASE000942,DNA Sample,Asperiores perferendis vel ullam expedita.,Sent to FSL,OFF00479
EV006348,CASE004102,Laptop,Nesciunt iure nemo facere deleniti.,Verified,OFF00312
EV006349,CASE002472,SIM Card,Laudantium perferendis animi eum optio incidunt.,Verified,OFF00052
EV006350,CASE006984,Passport,Sit voluptas possimus pariatur ipsam voluptate necessitatibus eaque occaecati cupiditate.,Sent to FSL,OFF00344
EV006351,CASE000017,Driving License,Provident ratione in officia sint odit porro deleniti incidunt deleniti.,Collected,OFF00281
EV006352,CASE002526,Call Records,Dolorem velit doloremque rem accusamus mollitia dicta ratione.,Verified,OFF00040
EV006353,CASE000247,Photo,Recusandae id dolorem autem totam ab sint sequi blanditiis quam.,Sent to FSL,OFF00457
EV006354,CASE003594,Mobile Phone,Facilis laudantium culpa nisi doloribus dolore sed tempore.,Verified,OFF00391
EV006355,CASE002268,Fingerprint,Odio labore vel nihil illo nobis ut.,Sent to FSL,OFF00027
EV006356,CASE004850,Vehicle,At aliquid ipsa provident illo dolor tempora.,Collected,OFF00077
EV006357,CASE006444,Call Records,Esse officia ex ipsum excepturi libero placeat blanditiis veritatis.,Collected,OFF00131
EV006358,CASE002814,Bank Statement,Dolore mollitia occaecati cumque adipisci debitis voluptas nulla.,Pending Analysis,OFF00142
EV006359,CASE009503,Passport,Vitae recusandae rem voluptate dolore vero.,Pending Analysis,OFF00487
EV006360,CASE001734,Passport,Ad corrupti aut distinctio assumenda.,Sent to FSL,OFF00402
EV006361,CASE009548,SIM Card,Ullam nisi sequi possimus ab voluptatibus similique repellendus quam tempora.,Pending Analysis,OFF00286
EV006362,CASE008873,Video,Facilis a blanditiis inventore a pariatur fuga velit odio.,Collected,OFF00235
EV006363,CASE007748,DNA Sample,Deleniti eius veniam debitis aliquid.,Collected,OFF00159
EV006364,CASE008352,CCTV Footage,Adipisci at libero quis fugiat mollitia deserunt minus est.,Sent to FSL,OFF00092
EV006365,CASE004764,Laptop,Velit ipsum quae maiores reiciendis.,Pending Analysis,OFF00129
EV006366,CASE003016,Weapon,Hic accusantium est ut velit.,Collected,OFF00026
EV006367,CASE009935,WhatsApp Chat,Quisquam numquam sapiente dolorum aliquam unde voluptatem sit odit debitis.,Collected,OFF00357
EV006368,CASE004597,SIM Card,Dolorem eaque explicabo repudiandae praesentium unde culpa vitae rerum nihil.,Collected,OFF00311
EV006369,CASE001750,CCTV Footage,Minus officiis tempore molestias neque sapiente.,Collected,OFF00129
EV006370,CASE001315,Video,Pariatur adipisci itaque reprehenderit corporis totam pariatur minima.,Collected,OFF00041
EV006371,CASE008410,Bank Statement,Exercitationem laboriosam officiis accusamus quod recusandae animi.,Collected,OFF00294
EV006372,CASE004339,Laptop,Qui debitis nobis repellendus.,Pending Analysis,OFF00199
EV006373,CASE003794,Laptop,Quidem nostrum tenetur reiciendis molestiae culpa alias possimus incidunt.,Pending Analysis,OFF00342
EV006374,CASE006336,Mobile Phone,Earum illo dicta repellat quos vitae dicta dolor.,Verified,OFF00033
EV006375,CASE004510,CCTV Footage,Amet minima occaecati ipsam alias officia.,Pending Analysis,OFF00036
EV006376,CASE004709,Driving License,Eius officiis fugiat dolorem nobis voluptate.,Sent to FSL,OFF00495
EV006377,CASE001186,CCTV Footage,Voluptatibus non ad beatae.,Verified,OFF00210
EV006378,CASE005141,Call Records,Nobis fuga temporibus laborum consectetur quidem iure sint dolore tempora.,Collected,OFF00280
EV006379,CASE006249,Mobile Phone,Quam expedita quaerat neque reprehenderit magnam.,Sent to FSL,OFF00321
EV006380,CASE006798,Laptop,Nulla praesentium nam nisi unde inventore.,Pending Analysis,OFF00099
EV006381,CASE006140,Vehicle,Harum deleniti error laborum cum explicabo tempore deserunt tempore.,Sent to FSL,OFF00062
EV006382,CASE005637,Driving License,Repellendus cum pariatur doloribus.,Collected,OFF00270
EV006383,CASE008403,Fingerprint,Illum autem tempora accusantium magnam.,Pending Analysis,OFF00158
EV006384,CASE006417,Call Records,Ea cumque perspiciatis totam officiis magni.,Sent to FSL,OFF00235
EV006385,CASE002656,WhatsApp Chat,Dolor eligendi quasi quas doloribus nobis dolor veniam minima asperiores consequuntur.,Pending Analysis,OFF00252
EV006386,CASE009625,Weapon,Nemo autem quia natus reiciendis id provident ex odit id.,Collected,OFF00205
EV006387,CASE009890,Passport,Perspiciatis ea explicabo nihil nihil omnis provident.,Collected,OFF00459
EV006388,CASE007693,Mobile Phone,Quis officia neque unde nam.,Verified,OFF00421
EV006389,CASE008176,Laptop,Minima sit fuga doloremque ea possimus quasi quia.,Verified,OFF00359
EV006390,CASE004847,Driving License,Fugiat eius sed animi nam voluptatum doloremque eius veniam vel.,Verified,OFF00343
EV006391,CASE001577,SIM Card,Unde neque commodi accusantium distinctio aliquam quam animi quos officia.,Pending Analysis,OFF00415
EV006392,CASE007424,Bank Statement,Similique voluptatem ad quis iste dolores veritatis.,Sent to FSL,OFF00031
EV006393,CASE007353,Photo,Rem magnam debitis sapiente quas amet aliquid numquam harum.,Verified,OFF00487
EV006394,CASE003572,Laptop,Id provident dolorum ducimus ducimus.,Collected,OFF00333
EV006395,CASE005008,Vehicle,Officiis laudantium vel eligendi eos.,Sent to FSL,OFF00203
EV006396,CASE000869,Photo,Beatae unde provident doloribus numquam eos aliquid corporis odit deserunt.,Pending Analysis,OFF00177
EV006397,CASE001329,Video,Accusamus veritatis excepturi accusamus impedit veniam assumenda quos.,Sent to FSL,OFF00091
EV006398,CASE002378,Call Records,Repellat ipsa consequatur maxime quasi aliquid.,Verified,OFF00306
EV006399,CASE000357,Fingerprint,Fugit eius consectetur minus molestias molestias tempora quae iusto autem.,Pending Analysis,OFF00397
EV006400,CASE008404,Driving License,Et delectus eius enim maiores neque doloribus blanditiis hic culpa.,Sent to FSL,OFF00439
EV006401,CASE001568,Laptop,Id corrupti repellat magnam error repellat.,Sent to FSL,OFF00062
EV006402,CASE000762,DNA Sample,Itaque nulla consectetur repellendus sit sunt natus perferendis aut accusantium.,Collected,OFF00364
EV006403,CASE000248,CCTV Footage,Necessitatibus cumque eaque quibusdam excepturi ipsum nisi.,Pending Analysis,OFF00199
EV006404,CASE002572,WhatsApp Chat,Delectus consequuntur necessitatibus adipisci facilis suscipit ipsam.,Collected,OFF00428
EV006405,CASE008052,CCTV Footage,Inventore sit quos recusandae iste ad molestias nobis esse omnis.,Verified,OFF00317
EV006406,CASE005913,Driving License,Esse fugit alias fugiat soluta provident.,Collected,OFF00263
EV006407,CASE006566,Bank Statement,Nostrum ab iure fuga accusantium rerum recusandae ullam.,Sent to FSL,OFF00170
EV006408,CASE008149,Photo,Quibusdam quas repellendus nemo iste et iure iure eveniet.,Pending Analysis,OFF00412
EV006409,CASE000676,Weapon,Architecto sequi blanditiis est ratione quod consequuntur natus nulla perspiciatis.,Verified,OFF00192
EV006410,CASE000609,DNA Sample,Iste tempore odio illo quisquam itaque eos.,Sent to FSL,OFF00427
EV006411,CASE004570,Photo,Laboriosam architecto et quasi et vitae assumenda.,Sent to FSL,OFF00400
EV006412,CASE003607,Video,Odio voluptates modi quaerat.,Sent to FSL,OFF00226
EV006413,CASE001950,SIM Card,Repellat ab facilis ipsa esse quod voluptatum enim quas.,Pending Analysis,OFF00083
EV006414,CASE007732,WhatsApp Chat,Repellat porro suscipit fugiat esse dolore repellat atque.,Collected,OFF00470
EV006415,CASE008642,Fingerprint,Commodi recusandae atque id quibusdam velit animi vitae commodi.,Pending Analysis,OFF00185
EV006416,CASE001510,Vehicle,Porro eum incidunt quam pariatur mollitia.,Collected,OFF00288
EV006417,CASE002793,Passport,In beatae impedit molestiae sequi laudantium tempora placeat.,Pending Analysis,OFF00068
EV006418,CASE001242,CCTV Footage,Placeat modi eius sapiente fuga magni dolore ducimus iste.,Sent to FSL,OFF00277
EV006419,CASE005646,Vehicle,Laborum incidunt nostrum corporis eum autem deserunt sunt ullam.,Sent to FSL,OFF00405
EV006420,CASE003996,Mobile Phone,Perferendis architecto labore laboriosam illo veritatis repellendus.,Collected,OFF00091
EV006421,CASE007534,Driving License,Suscipit sint impedit tenetur asperiores asperiores.,Sent to FSL,OFF00282
EV006422,CASE003152,Laptop,Minus nesciunt vero illo quam officiis accusantium ab.,Verified,OFF00006
EV006423,CASE002544,Driving License,Corporis animi dolore modi minus tempore facilis accusamus temporibus.,Pending Analysis,OFF00466
EV006424,CASE004005,Bank Statement,Iste magni iste excepturi tempora.,Pending Analysis,OFF00422
EV006425,CASE007700,Mobile Phone,Tempore temporibus enim porro possimus debitis ipsa dignissimos asperiores ipsam earum.,Collected,OFF00222
EV006426,CASE002520,SIM Card,Fugit ad minima officiis veritatis.,Sent to FSL,OFF00001
EV006427,CASE001647,Photo,Autem necessitatibus sapiente eaque mollitia alias labore accusantium.,Sent to FSL,OFF00061
EV006428,CASE008773,Vehicle,Vel vero ipsum aliquid vitae incidunt esse eum.,Verified,OFF00150
EV006429,CASE001397,Video,Tenetur dicta consectetur alias consectetur optio expedita officia cumque architecto.,Sent to FSL,OFF00082
EV006430,CASE008422,DNA Sample,Placeat ad perspiciatis culpa delectus blanditiis.,Sent to FSL,OFF00454
EV006431,CASE001114,Call Records,Sequi doloremque ratione at ullam amet aliquid voluptates accusamus doloremque.,Verified,OFF00018
EV006432,CASE003658,Fingerprint,Neque aut doloribus illum porro.,Verified,OFF00473
EV006433,CASE007313,SIM Card,Ex voluptatem eaque expedita nisi voluptatibus debitis laboriosam sequi illo.,Sent to FSL,OFF00086
EV006434,CASE007671,Bank Statement,Incidunt perferendis repellendus pariatur fuga beatae sed omnis magni.,Sent to FSL,OFF00268
EV006435,CASE007991,Vehicle,Vero saepe dolorem itaque porro dolore aliquid aut perspiciatis.,Collected,OFF00034
EV006436,CASE007117,SIM Card,Modi quibusdam nemo in repellendus sit ipsum ducimus suscipit commodi.,Pending Analysis,OFF00151
EV006437,CASE001180,CCTV Footage,Expedita possimus quo veniam magni.,Collected,OFF00224
EV006438,CASE005223,Vehicle,Magni corporis similique mollitia distinctio deserunt amet.,Sent to FSL,OFF00043
EV006439,CASE005637,SIM Card,Repudiandae sapiente tempora atque deleniti illo.,Pending Analysis,OFF00379
EV006440,CASE000209,CCTV Footage,Quaerat facere perspiciatis sit maiores quae debitis ratione.,Collected,OFF00483
EV006441,CASE006909,SIM Card,Veniam dicta facilis blanditiis expedita ut necessitatibus.,Verified,OFF00103
EV006442,CASE005776,Driving License,Tempore quas vel doloribus eum illo inventore itaque eos aut.,Verified,OFF00396
EV006443,CASE004947,Fingerprint,Enim recusandae enim repudiandae facere omnis ratione eveniet.,Pending Analysis,OFF00338
EV006444,CASE000151,Mobile Phone,Quos facere qui enim neque.,Collected,OFF00096
EV006445,CASE005564,Fingerprint,Perspiciatis assumenda odit iusto repudiandae ratione error.,Collected,OFF00001
EV006446,CASE003949,WhatsApp Chat,Vitae repudiandae accusamus accusantium iste labore fugit odit assumenda laudantium.,Sent to FSL,OFF00175
EV006447,CASE009079,Fingerprint,Quia doloribus placeat numquam officiis corrupti repellendus adipisci quidem.,Sent to FSL,OFF00420
EV006448,CASE008455,Bank Statement,Maxime suscipit fuga deserunt et quos quasi impedit illum corrupti.,Collected,OFF00347
EV006449,CASE003570,DNA Sample,Assumenda impedit ratione cupiditate aliquid culpa culpa sunt nesciunt facilis.,Collected,OFF00281
EV006450,CASE008741,Call Records,Voluptate officia dolore quas laudantium recusandae doloremque illum qui.,Verified,OFF00123
EV006451,CASE003001,Call Records,Debitis ipsam saepe delectus laborum aperiam quas ea ipsum.,Verified,OFF00367
EV006452,CASE004972,DNA Sample,Minima harum veniam eius libero.,Collected,OFF00338
EV006453,CASE003120,Laptop,Autem temporibus ratione doloribus rem iure.,Collected,OFF00298
EV006454,CASE001278,DNA Sample,Optio iure ratione ipsa fugiat.,Verified,OFF00053
EV006455,CASE000155,Driving License,Rem dolor eaque sunt maxime quia.,Pending Analysis,OFF00081
EV006456,CASE006760,Weapon,Deleniti magni repellendus reiciendis non quos iusto.,Verified,OFF00419
EV006457,CASE006091,SIM Card,Id quae vitae illum possimus doloribus.,Verified,OFF00376
EV006458,CASE003146,Video,Voluptates consequuntur dolor voluptatum quisquam esse.,Pending Analysis,OFF00234
EV006459,CASE004055,CCTV Footage,Id beatae culpa delectus sint.,Sent to FSL,OFF00005
EV006460,CASE008723,Vehicle,Accusantium dignissimos id mollitia minima at enim.,Sent to FSL,OFF00076
EV006461,CASE008357,Bank Statement,Esse doloremque perferendis pariatur amet consequuntur doloremque sed.,Sent to FSL,OFF00180
EV006462,CASE000001,Video,Aperiam laborum dicta quos eaque.,Pending Analysis,OFF00109
EV006463,CASE009419,Weapon,Laborum tempora maxime quae velit quis molestias.,Pending Analysis,OFF00105
EV006464,CASE003543,Laptop,Corporis eveniet amet labore molestias corporis quasi atque fuga voluptates.,Verified,OFF00084
EV006465,CASE007679,SIM Card,Vel accusamus exercitationem quo eum incidunt molestias sequi.,Sent to FSL,OFF00011
EV006466,CASE002811,CCTV Footage,Excepturi similique distinctio officiis doloremque dolorum.,Pending Analysis,OFF00036
EV006467,CASE005794,Vehicle,Alias expedita tempora odio quo.,Sent to FSL,OFF00382
EV006468,CASE004051,WhatsApp Chat,Ab quibusdam sint nesciunt at consequatur dignissimos.,Sent to FSL,OFF00316
EV006469,CASE007672,Photo,Perferendis at aliquid quibusdam ex sed quis fugit numquam dolore.,Sent to FSL,OFF00274
EV006470,CASE003857,WhatsApp Chat,Mollitia doloremque maxime dicta non aliquid nihil inventore.,Verified,OFF00032
EV006471,CASE000827,Photo,Temporibus dignissimos quas recusandae perferendis qui.,Sent to FSL,OFF00055
EV006472,CASE001831,SIM Card,Adipisci ipsum labore temporibus repellendus fuga maiores aliquam aut excepturi.,Pending Analysis,OFF00186
EV006473,CASE002292,Weapon,Ad temporibus architecto cumque officia autem fugiat illo.,Verified,OFF00174
EV006474,CASE001299,Call Records,Minima fugiat sint nostrum officiis dolorum error qui consectetur vel.,Verified,OFF00221
EV006475,CASE005022,Vehicle,Nisi culpa error voluptate alias debitis autem.,Sent to FSL,OFF00233
EV006476,CASE009606,Mobile Phone,Nemo enim doloremque quas libero consectetur.,Sent to FSL,OFF00184
EV006477,CASE005161,Call Records,Molestias facilis modi fuga deserunt eius.,Verified,OFF00388
EV006478,CASE009821,Driving License,Dolore a aliquid cum atque earum officia sapiente non.,Sent to FSL,OFF00293
EV006479,CASE009914,Laptop,Atque suscipit quisquam modi molestias repellendus voluptate delectus.,Sent to FSL,OFF00254
EV006480,CASE005784,Driving License,Ab ipsa numquam odio culpa eum nisi.,Sent to FSL,OFF00461
EV006481,CASE006333,Fingerprint,Accusamus corrupti repellendus repellendus cum corrupti saepe labore quibusdam magnam.,Sent to FSL,OFF00122
EV006482,CASE001025,Bank Statement,Sed cum rerum eaque ipsam ipsum architecto.,Sent to FSL,OFF00085
