case_id,fir_number,crime_type,station_id,officer_id,status,priority,incident_date,registered_date,city,district,description,estimated_loss
CASE006622,FIR2026006622,ATM Fraud,ST0074,OFF00482,Open,High,2025-06-12,2025-07-17,Belagavi,Dharwad,Excepturi nam error quam nisi commodi quas eligendi.,170379
CASE006623,FIR2026006623,Cyber Fraud,ST0053,OFF00475,Open,Medium,2025-02-10,2025-03-23,Mysuru,Tumakuru,Quas laborum similique dolor dolorum sit laborum voluptas alias laborum exercitationem officia libero.,251678
CASE006624,FIR2026006624,UPI Fraud,ST0023,OFF00456,Under Investigation,Medium,2024-08-12,2023-10-13,Hubballi,Bengaluru Urban,Eaque assumenda nostrum minima saepe autem perspiciatis.,501769
CASE006625,FIR2026006625,Mobile Theft,ST0013,OFF00199,Open,Medium,2025-12-24,2023-09-13,Belagavi,Dakshina Kannada,Corrupti dolore nobis excepturi quo vitae occaecati nam fuga quidem voluptates porro asperiores.,554171
CASE006626,FIR2026006626,Identity Theft,ST0002,OFF00246,Open,Critical,2025-11-05,2024-12-28,Belagavi,Ballari,Nemo doloribus cum aliquid excepturi ipsam dignissimos tenetur ipsam sit laboriosam saepe.,152719
CASE006627,FIR2026006627,Online Scam,ST0060,OFF00108,Under Investigation,Medium,2025-06-16,2025-12-08,Mysuru,Mysuru,Architecto quidem odit sint laudantium rem quaerat quod voluptatem error id vel repellendus.,745539
CASE006628,FIR2026006628,Missing Person,ST0056,OFF00338,Closed,Medium,2026-04-15,2023-06-07,Hubballi,Dakshina Kannada,Doloremque omnis vero sequi vel nobis sit ex eaque sint fugiat eius assumenda quia ipsa.,294162
CASE006629,FIR2026006629,UPI Fraud,ST0046,OFF00110,Closed,Medium,2025-06-10,2026-01-09,Hubballi,Belagavi,Excepturi molestiae libero facere ullam ipsum temporibus voluptates amet similique cum suscipit accusamus harum officia.,508417
CASE006630,FIR2026006630,Murder,ST0049,OFF00191,Pending,Critical,2024-10-22,2026-03-14,Tumakuru,Tumakuru,Voluptatibus rerum totam repudiandae repellat optio totam quas illo.,838510
CASE006631,FIR2026006631,Missing Person,ST0029,OFF00113,Open,Medium,2025-08-24,2024-08-13,Mysuru,Tumakuru,Officia ipsum ipsa nihil autem repellat veniam provident dolorem aperiam quae molestias itaque.,842274
CASE006632,FIR2026006632,Online Scam,ST0070,OFF00389,Under Investigation,Low,2024-06-03,2024-12-10,Bengaluru,Belagavi,Quae repudiandae dignissimos vitae eos explicabo qui soluta nostrum harum exercitationem distinctio neque.,945625
CASE006633,FIR2026006633,Cyber Fraud,ST0025,OFF00368,Under Investigation,Critical,2024-02-02,2023-05-31,Ballari,Shivamogga,Porro eius nulla explicabo soluta porro veritatis culpa.,980632
CASE006634,FIR2026006634,Missing Person,ST0066,OFF00255,Under Investigation,Critical,2025-01-29,2025-06-18,Hubballi,Dakshina Kannada,Itaque voluptatem rem asperiores praesentium fugit recusandae esse eos dolorem culpa.,986389
CASE006635,FIR2026006635,Kidnapping,ST0099,OFF00047,Pending,Low,2023-09-22,2023-10-06,Mangaluru,Ballari,Deserunt quis deserunt voluptate maiores ipsa necessitatibus ipsam repellat rerum quibusdam ipsam aliquid in laborum magnam.,870952
CASE006636,FIR2026006636,Chain Snatching,ST0002,OFF00334,Closed,Low,2023-08-21,2025-11-22,Mysuru,Bengaluru Urban,Ipsum suscipit perspiciatis sapiente unde esse saepe mollitia quo natus cum quisquam eaque.,982120
CASE006637,FIR2026006637,Mobile Theft,ST0001,OFF00346,Closed,High,2025-03-22,2025-08-27,Bengaluru,Ballari,Minima veritatis natus possimus neque architecto dignissimos excepturi exercitationem iusto delectus porro.,690269
CASE006638,FIR2026006638,Identity Theft,ST0072,OFF00246,Under Investigation,Critical,2025-01-08,2024-01-22,Ballari,Mysuru,Hic iusto occaecati officia laudantium beatae dicta ea officiis cumque quam nulla voluptates ad neque dicta.,999728
CASE006639,FIR2026006639,Identity Theft,ST0061,OFF00322,Under Investigation,Low,2024-01-26,2025-03-16,Hubballi,Dharwad,Ipsa excepturi exercitationem adipisci provident cupiditate quas omnis modi.,931940
CASE006640,FIR2026006640,Domestic Violence,ST0060,OFF00397,Open,Critical,2026-03-28,2025-07-27,Ballari,Belagavi,Iure repellendus eos aliquid tenetur officia facere.,479497
CASE006641,FIR2026006641,Burglary,ST0035,OFF00366,Pending,Medium,2024-08-08,2023-01-08,Shivamogga,Bengaluru Urban,Saepe animi beatae expedita deserunt quo molestias.,402681
CASE006642,FIR2026006642,Mobile Theft,ST0064,OFF00254,Open,Medium,2024-06-17,2025-04-05,Mangaluru,Dakshina Kannada,Consectetur similique nobis odit quas optio quam aliquid accusamus iusto repellendus reprehenderit quo.,269530
CASE006643,FIR2026006643,Cyber Fraud,ST0027,OFF00089,Under Investigation,Medium,2024-10-25,2023-08-08,Tumakuru,Belagavi,Ad animi fugit maxime placeat soluta consequuntur quidem consequatur voluptas.,493419
CASE006644,FIR2026006644,Identity Theft,ST0067,OFF00045,Open,Low,2025-07-22,2026-03-12,Bengaluru,Dharwad,Autem maxime vero maiores doloribus quas deleniti quod cupiditate ea inventore ducimus unde reprehenderit voluptas quas.,351507
CASE006645,FIR2026006645,Domestic Violence,ST0008,OFF00017,Closed,Low,2024-11-08,2024-06-21,Shivamogga,Ballari,Fugiat ab necessitatibus omnis molestias voluptas iure nisi quidem maxime consequuntur corrupti voluptatum laborum asperiores quam.,751943
CASE006646,FIR2026006646,Drug Trafficking,ST0019,OFF00454,Pending,Low,2024-05-27,2026-03-19,Hubballi,Belagavi,Similique ex vero ipsa neque accusantium beatae.,845942
CASE006647,FIR2026006647,ATM Fraud,ST0008,OFF00007,Closed,High,2023-12-29,2023-09-08,Mangaluru,Dakshina Kannada,Expedita corporis mollitia atque repudiandae ratione occaecati fugit nulla.,309509
CASE006648,FIR2026006648,Chain Snatching,ST0064,OFF00203,Pending,High,2025-03-26,2024-12-13,Ballari,Bengaluru Urban,Blanditiis aliquid molestiae tenetur odit explicabo dignissimos rem architecto a magnam praesentium aliquid rem corrupti.,207579
CASE006649,FIR2026006649,Cyber Fraud,ST0042,OFF00020,Pending,Low,2026-06-11,2025-10-21,Shivamogga,Shivamogga,Sunt fuga quae reprehenderit quos ipsa laudantium perferendis esse dicta totam asperiores.,702213
CASE006650,FIR2026006650,Drug Trafficking,ST0052,OFF00027,Under Investigation,Low,2025-06-21,2025-05-29,Ballari,Belagavi,Ullam eveniet praesentium ut id dolor fugiat sequi fugiat iste provident.,987174
CASE006651,FIR2026006651,Burglary,ST0071,OFF00238,Pending,Medium,2024-01-13,2023-10-27,Belagavi,Belagavi,Natus repudiandae nisi similique at quaerat laudantium.,568191
CASE006652,FIR2026006652,Assault,ST0066,OFF00170,Closed,Medium,2023-08-09,2025-02-15,Mangaluru,Dharwad,Debitis cum optio sunt aspernatur sequi ea nam dolore.,297167
CASE006653,FIR2026006653,Mobile Theft,ST0096,OFF00257,Closed,Critical,2024-10-04,2024-01-28,Shivamogga,Mysuru,Est repellendus sunt voluptatum voluptatem voluptate id maiores.,784227
CASE006654,FIR2026006654,Missing Person,ST0084,OFF00324,Open,High,2025-06-13,2023-07-08,Belagavi,Mysuru,Nemo iure ullam voluptate excepturi placeat ea enim sed quam.,931065
CASE006655,FIR2026006655,Online Scam,ST0016,OFF00360,Under Investigation,Critical,2025-12-02,2026-04-07,Mysuru,Ballari,Deleniti non quae culpa ab occaecati blanditiis minus esse quod incidunt ratione error quasi.,555357
CASE006656,FIR2026006656,Missing Person,ST0061,OFF00090,Pending,Low,2024-03-05,2024-08-19,Mangaluru,Dakshina Kannada,Nostrum deleniti modi aliquid facere quod quam quasi optio.,273580
CASE006657,FIR2026006657,Cyber Fraud,ST0082,OFF00004,Open,Medium,2024-11-05,2023-02-22,Shivamogga,Belagavi,Labore rem fuga facere laborum quos vitae veritatis illo ad earum deserunt ducimus nobis asperiores.,28232
CASE006658,FIR2026006658,Burglary,ST0018,OFF00240,Closed,High,2024-04-08,2023-01-25,Belagavi,Dharwad,Animi cum quam veniam aut accusantium deleniti quaerat corporis earum.,784437
CASE006659,FIR2026006659,Domestic Violence,ST0093,OFF00158,Open,Low,2023-09-05,2024-08-16,Bengaluru,Bengaluru Urban,Harum deleniti fugit veritatis ipsam at minus eveniet amet vel excepturi asperiores quasi reprehenderit tenetur eos.,646489
CASE006660,FIR2026006660,ATM Fraud,ST0024,OFF00059,Under Investigation,High,2024-09-08,2023-01-12,Mysuru,Tumakuru,Aliquid rerum quia fugiat sit harum nesciunt molestiae quos.,988458
CASE006661,FIR2026006661,Burglary,ST0038,OFF00331,Pending,Critical,2026-03-18,2023-04-28,Shivamogga,Dakshina Kannada,Aperiam ut perferendis cupiditate ullam illum laudantium minus itaque delectus sit blanditiis quia.,379971
CASE006662,FIR2026006662,UPI Fraud,ST0080,OFF00394,Closed,Critical,2024-03-04,2025-04-26,Ballari,Dakshina Kannada,Dignissimos at soluta porro libero occaecati distinctio beatae explicabo dolor laudantium expedita natus vitae voluptates perspiciatis.,875606
CASE006663,FIR2026006663,Chain Snatching,ST0068,OFF00275,Open,High,2024-08-10,2023-07-04,Hubballi,Bengaluru Urban,Minus quasi aperiam quidem repellat laboriosam perferendis beatae incidunt provident nihil ad.,604178
CASE006664,FIR2026006664,Burglary,ST0048,OFF00491,Pending,Medium,2025-09-23,2025-04-28,Belagavi,Ballari,Aperiam qui officia cum veniam magni nam maiores reprehenderit libero voluptates hic consectetur aspernatur voluptas praesentium.,552
CASE006665,FIR2026006665,Murder,ST0034,OFF00337,Under Investigation,Medium,2025-05-28,2026-03-19,Mysuru,Shivamogga,Explicabo repudiandae voluptate repellat dicta quisquam dolore nam perferendis laudantium sapiente officiis corrupti officia.,133859
CASE006666,FIR2026006666,Murder,ST0021,OFF00324,Pending,Low,2024-07-08,2025-07-15,Ballari,Dakshina Kannada,Explicabo vel ipsam corrupti rerum totam labore dolor vitae officia ex corporis dignissimos et.,556420
CASE006667,FIR2026006667,Vehicle Theft,ST0035,OFF00308,Pending,Low,2026-07-08,2023-09-29,Hubballi,Shivamogga,Itaque soluta dolorum ab voluptas placeat eveniet pariatur quo cum minus cumque mollitia.,758622
CASE006668,FIR2026006668,Cyber Fraud,ST0069,OFF00448,Open,High,2024-09-21,2023-11-28,Bengaluru,Tumakuru,Quidem non qui unde veritatis ullam dolores veritatis odio non.,309836
CASE006669,FIR2026006669,UPI Fraud,ST0066,OFF00187,Open,Critical,2025-07-05,2025-11-29,Bengaluru,Dakshina Kannada,Explicabo odio harum consequatur quo eius iusto maiores recusandae minus asperiores similique quas quasi corrupti aspernatur.,954127
CASE006670,FIR2026006670,Vehicle Theft,ST0008,OFF00290,Pending,Low,2024-04-24,2025-08-31,Hubballi,Shivamogga,Ea autem eum incidunt eligendi minus aperiam.,968746
CASE006671,FIR2026006671,Identity Theft,ST0004,OFF00075,Under Investigation,Critical,2024-12-07,2026-03-13,Tumakuru,Mysuru,Doloremque veritatis fugiat ipsa modi voluptas et laboriosam accusantium sit odit veniam quia non voluptatibus similique.,973183
CASE006672,FIR2026006672,Missing Person,ST0006,OFF00372,Pending,Critical,2025-04-24,2024-08-29,Hubballi,Ballari,Eum sunt minus esse itaque nesciunt quae sint nam excepturi voluptatem.,586149
CASE006673,FIR2026006673,Burglary,ST0006,OFF00261,Closed,Low,2024-09-05,2024-10-10,Mangaluru,Bengaluru Urban,Officiis eligendi cupiditate natus incidunt exercitationem veritatis quidem ex asperiores.,838791
CASE006674,FIR2026006674,Assault,ST0001,OFF00075,Open,Critical,2025-03-12,2023-05-21,Mangaluru,Shivamogga,Incidunt ullam ab aperiam quo porro quae minima fuga.,62672
CASE006675,FIR2026006675,Domestic Violence,ST0063,OFF00262,Under Investigation,Medium,2024-06-05,2024-12-27,Hubballi,Belagavi,Molestiae dolore impedit et ut optio ipsum illo velit quo maiores quam officiis illum.,445401
CASE006676,FIR2026006676,Cyber Fraud,ST0036,OFF00007,Open,Critical,2025-03-21,2025-11-10,Tumakuru,Ballari,Fuga doloribus impedit perspiciatis facere aspernatur provident minus autem quis laborum sequi ullam quasi.,34839
CASE006677,FIR2026006677,Missing Person,ST0049,OFF00259,Open,Low,2024-02-27,2026-02-26,Shivamogga,Belagavi,Dolores atque possimus cum repudiandae reiciendis ipsam aut dolore similique eum ea dolor.,6818
CASE006678,FIR2026006678,Online Scam,ST0074,OFF00431,Open,Medium,2026-04-03,2025-11-16,Belagavi,Tumakuru,Accusamus ducimus rerum cumque repellat et nulla autem impedit.,690693
CASE006679,FIR2026006679,ATM Fraud,ST0045,OFF00341,Pending,Low,2025-09-25,2023-03-07,Bengaluru,Ballari,Placeat quae odio impedit rerum omnis voluptatum.,750773
CASE006680,FIR2026006680,Chain Snatching,ST0009,OFF00267,Open,Low,2024-06-02,2023-01-21,Bengaluru,Bengaluru Urban,Non ad fuga sunt commodi optio cumque architecto.,566654
CASE006681,FIR2026006681,ATM Fraud,ST0094,OFF00204,Open,Low,2023-11-16,2023-06-29,Belagavi,Shivamogga,Qui porro ea reprehenderit facilis accusamus temporibus id beatae deserunt quam.,298039
CASE006682,FIR2026006682,ATM Fraud,ST0024,OFF00120,Pending,Low,2023-11-13,2023-07-02,Belagavi,Dharwad,Possimus facilis ea impedit mollitia ad sequi recusandae placeat magnam ex ullam.,884700
CASE006683,FIR2026006683,Drug Trafficking,ST0093,OFF00166,Closed,Low,2024-06-13,2023-06-05,Belagavi,Bengaluru Urban,Quos reiciendis qui similique aut corporis dicta occaecati placeat voluptatem soluta quasi nemo ducimus expedita molestias.,80692
CASE006684,FIR2026006684,Kidnapping,ST0093,OFF00322,Pending,High,2024-06-15,2023-09-23,Shivamogga,Dakshina Kannada,Asperiores exercitationem tempora suscipit soluta sequi ad nam sunt harum quia ratione aspernatur exercitationem.,826338
CASE006685,FIR2026006685,Assault,ST0063,OFF00081,Under Investigation,Low,2023-11-15,2026-02-20,Shivamogga,Bengaluru Urban,Velit culpa error nemo explicabo nihil nam occaecati doloribus sit assumenda occaecati.,151277
CASE006686,FIR2026006686,Chain Snatching,ST0094,OFF00426,Pending,High,2025-05-02,2024-11-20,Belagavi,Dakshina Kannada,Animi culpa sapiente itaque repellat nulla debitis dicta corporis adipisci ratione.,336243
CASE006687,FIR2026006687,Online Scam,ST0049,OFF00181,Pending,Critical,2025-08-22,2024-09-13,Tumakuru,Mysuru,Quas voluptatum sit impedit sit deleniti asperiores.,737384
CASE006688,FIR2026006688,Cyber Fraud,ST0052,OFF00072,Under Investigation,Medium,2026-01-17,2025-10-08,Belagavi,Shivamogga,Nesciunt dolorem itaque a aliquid dolore qui minus atque placeat vitae sed.,541575
CASE006689,FIR2026006689,Mobile Theft,ST0029,OFF00152,Closed,Medium,2025-09-17,2024-01-23,Ballari,Bengaluru Urban,Nisi laborum voluptas sint laudantium nostrum eaque atque doloremque.,371211
CASE006690,FIR2026006690,ATM Fraud,ST0077,OFF00155,Pending,High,2024-02-24,2023-02-16,Tumakuru,Bengaluru Urban,Architecto occaecati illo molestiae atque aliquam voluptatum rerum.,376044
CASE006691,FIR2026006691,Cyber Fraud,ST0054,OFF00233,Closed,High,2023-10-19,2023-01-15,Hubballi,Bengaluru Urban,Error aliquam magni unde nesciunt dignissimos molestiae voluptates veniam deserunt adipisci quae delectus soluta.,733678
CASE006692,FIR2026006692,Identity Theft,ST0025,OFF00033,Closed,Critical,2024-05-27,2025-06-18,Mangaluru,Bengaluru Urban,Distinctio quasi libero quia minus perferendis rerum.,616343
CASE006693,FIR2026006693,Chain Snatching,ST0073,OFF00219,Pending,Low,2025-02-14,2024-01-29,Belagavi,Mysuru,Optio maxime id accusantium exercitationem hic in aspernatur temporibus officiis similique laudantium deserunt harum.,792396
CASE006694,FIR2026006694,Missing Person,ST0022,OFF00399,Pending,High,2024-04-01,2024-01-07,Bengaluru,Tumakuru,Quis nihil dolorum occaecati sapiente esse dolorem maiores eveniet est vel quas quaerat atque eligendi.,919073
CASE006695,FIR2026006695,Murder,ST0012,OFF00058,Under Investigation,High,2024-02-12,2025-09-14,Mangaluru,Dharwad,Ad accusantium veritatis consectetur repellat aliquam odit voluptate reprehenderit molestiae praesentium omnis dolorem.,527416
CASE006696,FIR2026006696,Cyber Fraud,ST0028,OFF00064,Closed,Low,2024-04-11,2025-10-27,Mangaluru,Dharwad,Veritatis reprehenderit at sapiente ut quasi excepturi.,645860
CASE006697,FIR2026006697,Identity Theft,ST0076,OFF00184,Pending,High,2025-09-14,2024-07-21,Mangaluru,Mysuru,Sit totam atque deserunt eius neque fugit exercitationem doloremque.,440515
CASE006698,FIR2026006698,Online Scam,ST0032,OFF00220,Under Investigation,Critical,2025-03-15,2026-03-19,Mangaluru,Dharwad,Vitae aliquam nulla dolor aspernatur quisquam architecto rem ipsum est culpa sunt harum porro veniam fugit.,622869
CASE006699,FIR2026006699,Missing Person,ST0025,OFF00473,Open,Critical,2023-09-18,2024-09-26,Tumakuru,Tumakuru,Fuga aspernatur ea atque doloribus amet voluptas cupiditate mollitia.,882876
CASE006700,FIR2026006700,Cyber Fraud,ST0017,OFF00329,Under Investigation,Low,2024-05-14,2025-03-31,Shivamogga,Tumakuru,Alias facere repellendus explicabo reprehenderit sed adipisci quia assumenda debitis aliquam esse optio.,83757
CASE006701,FIR2026006701,Chain Snatching,ST0015,OFF00237,Open,High,2026-07-04,2025-02-01,Ballari,Mysuru,Cumque quaerat eveniet praesentium velit tempora sint animi delectus earum officia voluptas tempora excepturi.,409750
CASE006702,FIR2026006702,UPI Fraud,ST0046,OFF00353,Pending,Low,2025-05-12,2024-04-14,Belagavi,Dakshina Kannada,Nam nesciunt libero voluptatum iste voluptatibus consectetur officia similique nulla adipisci cum voluptas asperiores a.,867891
CASE006703,FIR2026006703,Murder,ST0002,OFF00347,Open,High,2024-09-04,2023-01-05,Hubballi,Bengaluru Urban,Sint eligendi reprehenderit suscipit maxime magnam officiis iure ullam similique earum aspernatur fugit.,39186
CASE006704,FIR2026006704,Domestic Violence,ST0091,OFF00276,Closed,Low,2024-01-13,2024-07-24,Bengaluru,Dharwad,Accusamus omnis vitae aperiam quas quas eum quam in ipsam unde inventore sunt voluptatem.,660147
CASE006705,FIR2026006705,Identity Theft,ST0017,OFF00244,Closed,Critical,2025-03-28,2026-02-04,Belagavi,Bengaluru Urban,Quos magni quasi consequatur eveniet deserunt quo odit sit nisi praesentium ullam officia praesentium nam cum.,26319
CASE006706,FIR2026006706,Chain Snatching,ST0007,OFF00249,Closed,Critical,2025-03-06,2024-08-24,Belagavi,Shivamogga,Fugit esse quibusdam perspiciatis eligendi nisi minima exercitationem accusamus maiores.,804697
CASE006707,FIR2026006707,Mobile Theft,ST0033,OFF00440,Under Investigation,Medium,2026-04-21,2025-03-24,Hubballi,Dakshina Kannada,Vero nostrum possimus odit vero illo quis ab velit provident.,955617
CASE006708,FIR2026006708,Identity Theft,ST0002,OFF00476,Pending,High,2025-07-20,2025-05-13,Belagavi,Bengaluru Urban,Culpa deserunt similique expedita autem repellat reiciendis mollitia excepturi sequi praesentium rem.,266863
CASE006709,FIR2026006709,Vehicle Theft,ST0051,OFF00454,Under Investigation,Low,2023-08-26,2023-08-19,Belagavi,Shivamogga,Maiores error delectus dignissimos iusto inventore veritatis molestias error assumenda.,669419
CASE006710,FIR2026006710,UPI Fraud,ST0034,OFF00108,Pending,Critical,2024-05-07,2024-02-20,Tumakuru,Shivamogga,Perferendis ipsa nostrum itaque aperiam error omnis exercitationem sunt voluptates nesciunt optio laborum.,418804
CASE006711,FIR2026006711,Vehicle Theft,ST0069,OFF00313,Open,Critical,2024-09-19,2025-04-18,Ballari,Belagavi,Aspernatur voluptatem expedita nesciunt est nostrum commodi molestiae reiciendis accusamus dolore accusamus similique architecto.,123721
CASE006712,FIR2026006712,Vehicle Theft,ST0048,OFF00274,Closed,Low,2025-05-24,2024-06-12,Mangaluru,Dakshina Kannada,Quo saepe tempore natus ratione unde porro et minus sapiente aperiam cumque officiis.,505791
CASE006713,FIR2026006713,Cyber Fraud,ST0037,OFF00350,Pending,Medium,2023-08-09,2023-06-22,Mangaluru,Bengaluru Urban,Aspernatur saepe eaque veniam quod illum eaque accusantium nemo optio ullam cupiditate eligendi.,713142
