relationship_id,citizen_1,citizen_2,relationship_type
REL003149,CID009559,CID001111,Gang Member
REL003150,CID007642,CID009217,Associate
REL003151,CID006309,CID001201,Friend
REL003152,CID009894,CID007069,Friend
REL003153,CID008901,CID002655,Brother
REL003154,CID000397,CID001066,Same Vehicle
REL003155,CID009916,CID001385,Friend
REL003156,CID003729,CID001058,Brother
REL003157,CID009476,CID000101,Associate
REL003158,CID009241,CID001351,Business Partner
REL003159,CID004508,CID000679,Same Bank Account
REL003160,CID006001,CID009261,Brother
REL003161,CID006059,CID008216,Gang Member
REL003162,CID006774,CID001930,Same Phone
REL003163,CID003726,CID002315,Business Partner
REL003164,CID001142,CID000047,Same Vehicle
REL003165,CID009710,CID001506,Same Bank Account
REL003166,CID003741,CID002832,Business Partner
REL003167,CID002160,CID006253,Brother
REL003168,CID001770,CID004986,Gang Member
REL003169,CID007502,CID006842,Associate
REL003170,CID003461,CID004583,Same Phone
REL003171,CID003251,CID003156,Same Bank Account
REL003172,CID001071,CID003049,Associate
REL003173,CID008967,CID001172,Associate
REL003174,CID009161,CID002233,Money Transfer
REL003175,CID006465,CID008308,Same Bank Account
REL003176,CID004951,CID000677,Brother
REL003177,CID005260,CID007586,Associate
REL003178,CID009526,CID001255,Brother
REL003179,CID002680,CID006195,Brother
REL003180,CID004758,CID004487,Money Transfer
REL003181,CID006081,CID009456,Same Bank Account
REL003182,CID003432,CID009141,Same Phone
REL003183,CID007820,CID002980,Friend
REL003184,CID000659,CID006167,Friend
REL003185,CID000825,CID003929,Same Bank Account
REL003186,CID008450,CID004725,Brother
REL003187,CID008735,CID006317,Same Phone
REL003188,CID009186,CID008880,Money Transfer
REL003189,CID001830,CID003561,Same Bank Account
REL003190,CID000835,CID004094,Same Bank Account
REL003191,CID005637,CID000418,Gang Member
REL003192,CID007868,CID007804,Money Transfer
REL003193,CID003336,CID009663,Business Partner
REL003194,CID000361,CID009922,Business Partner
REL003195,CID005163,CID002689,Money Transfer
REL003196,CID007998,CID003385,Business Partner
REL003197,CID006772,CID004344,Gang Member
REL003198,CID009995,CID009526,Same Phone
REL003199,CID004523,CID003910,Same Bank Account
REL003200,CID000438,CID000832,Friend
REL003201,CID007535,CID009758,Money Transfer
REL003202,CID005714,CID006409,Gang Member
REL003203,CID006535,CID001948,Brother
REL003204,CID005910,CID005577,Associate
REL003205,CID005904,CID000848,Same Phone
REL003206,CID009232,CID001304,Business Partner
REL003207,CID007938,CID001245,Same Bank Account
REL003208,CID003305,CID006727,Associate
REL003209,CID007391,CID003081,Gang Member
REL003210,CID006423,CID000119,Same Bank Account
REL003211,CID005743,CID000939,Same Vehicle
REL003212,CID008523,CID004590,Money Transfer
REL003213,CID003378,CID007456,Business Partner
REL003214,CID000093,CID007059,Same Bank Account
REL003215,CID003143,CID003689,Money Transfer
REL003216,CID003385,CID008793,Gang Member
REL003217,CID003119,CID000032,Business Partner
REL003218,CID006550,CID004928,Associate
REL003219,CID008924,CID005131,Brother
REL003220,CID002010,CID001331,Same Phone
REL003221,CID003505,CID004943,Business Partner
REL003222,CID001934,CID004016,Friend
REL003223,CID007024,CID009153,Associate
REL003224,CID000692,CID000209,Same Phone
REL003225,CID008431,CID009238,Business Partner
REL003226,CID002003,CID002393,Associate
REL003227,CID009694,CID007109,Money Transfer
REL003228,CID001523,CID007080,Brother
REL003229,CID000124,CID002574,Friend
REL003230,CID009098,CID008585,Money Transfer
REL003231,CID001544,CID004970,Brother
REL003232,CID009788,CID006410,Same Vehicle
REL003233,CID009250,CID008109,Same Phone
REL003234,CID006191,CID008377,Business Partner
REL003235,CID001270,CID002785,Money Transfer
REL003236,CID001791,CID009107,Gang Member
REL003237,CID002430,CID002954,Business Partner
REL003238,CID008435,CID006157,Same Bank Account
REL003239,CID009072,CID007280,Brother
REL003240,CID005544,CID007459,Friend
REL003241,CID008530,CID000528,Money Transfer
REL003242,CID001294,CID001444,Same Bank Account
REL003243,CID001474,CID006914,Associate
REL003244,CID000196,CID002304,Same Bank Account
REL003245,CID002083,CID005986,Same Vehicle
REL003246,CID007343,CID006106,Associate
REL003247,CID003501,CID005957,Gang Member
REL003248,CID008906,CID004028,Gang Member
REL003249,CID006691,CID008354,Brother
REL003250,CID006951,CID001578,Brother
REL003251,CID006094,CID008571,Associate
REL003252,CID009010,CID007437,Gang Member
REL003253,CID002185,CID002712,Brother
REL003254,CID008236,CID000876,Same Bank Account
REL003255,CID002906,CID003785,Business Partner
REL003256,CID003654,CID005289,Same Vehicle
REL003257,CID005201,CID009419,Money Transfer
REL003258,CID000866,CID005752,Same Vehicle
REL003259,CID001570,CID009053,Same Bank Account
REL003260,CID007075,CID000456,Brother
REL003261,CID000627,CID004277,Money Transfer
REL003262,CID000098,CID006054,Business Partner
REL003263,CID000538,CID005591,Business Partner
REL003264,CID006019,CID002365,Same Phone
REL003265,CID004807,CID009326,Same Phone
REL003266,CID007411,CID002128,Brother
REL003267,CID006583,CID006796,Friend
REL003268,CID005245,CID003357,Brother
REL003269,CID002924,CID001020,Business Partner
REL003270,CID003543,CID009006,Gang Member
REL003271,CID005787,CID007450,Gang Member
REL003272,CID005678,CID002485,Brother
REL003273,CID007800,CID004390,Friend
REL003274,CID008920,CID003619,Same Phone
REL003275,CID005963,CID006997,Associate
REL003276,CID006843,CID000956,Gang Member
REL003277,CID004362,CID005124,Friend
REL003278,CID007084,CID004326,Same Bank Account
REL003279,CID000494,CID008135,Gang Member
REL003280,CID004293,CID002996,Business Partner
REL003281,CID002947,CID001299,Brother
REL003282,CID007243,CID006201,Friend
REL003283,CID009429,CID009387,Same Bank Account
REL003284,CID002469,CID009189,Gang Member
REL003285,CID000216,CID003753,Business Partner
REL003286,CID007933,CID002909,Same Phone
REL003287,CID002503,CID000027,Associate
REL003288,CID002543,CID000629,Friend
REL003289,CID003275,CID004855,Friend
REL003290,CID007330,CID004121,Same Phone
REL003291,CID000931,CID002273,Associate
REL003292,CID005740,CID009104,Friend
REL003293,CID000295,CID007556,Friend
REL003294,CID009079,CID005785,Brother
REL003295,CID002757,CID001091,Associate
REL003296,CID009470,CID005266,Business Partner
REL003297,CID008003,CID009223,Same Vehicle
REL003298,CID006773,CID007860,Money Transfer
REL003299,CID008046,CID004771,Friend
REL003300,CID006841,CID002154,Money Transfer
REL003301,CID000119,CID004619,Same Bank Account
REL003302,CID006747,CID006213,Same Vehicle
REL003303,CID004161,CID003229,Business Partner
REL003304,CID000300,CID009468,Same Bank Account
REL003305,CID002088,CID004568,Brother
REL003306,CID008464,CID007286,Same Bank Account
REL003307,CID004013,CID005453,Brother
REL003308,CID000271,CID004816,Friend
REL003309,CID008187,CID002576,Associate
REL003310,CID008879,CID002809,Same Phone
REL003311,CID003569,CID008793,Friend
REL003312,CID004262,CID003817,Money Transfer
REL003313,CID000634,CID009912,Brother
REL003314,CID004211,CID009048,Friend
REL003315,CID006475,CID007747,Brother
REL003316,CID005491,CID005864,Same Bank Account
REL003317,CID005254,CID005980,Associate
REL003318,CID005006,CID007857,Business Partner
REL003319,CID000816,CID004462,Same Bank Account
REL003320,CID004104,CID002491,Money Transfer
REL003321,CID002154,CID005067,Brother
REL003322,CID004343,CID007424,Same Bank Account
REL003323,CID000839,CID003675,Friend
REL003324,CID001570,CID008058,Friend
REL003325,CID001787,CID008289,Same Vehicle
REL003326,CID002439,CID001355,Money Transfer
REL003327,CID004947,CID002745,Gang Member
REL003328,CID004313,CID003738,Friend
REL003329,CID005098,CID003930,Associate
REL003330,CID005183,CID008448,Same Phone
REL003331,CID007079,CID006789,Money Transfer
REL003332,CID007323,CID000610,Same Bank Account
REL003333,CID000383,CID004428,Same Phone
REL003334,CID007427,CID001913,Friend
REL003335,CID006422,CID002854,Same Phone
REL003336,CID005326,CID006559,Friend
REL003337,CID001318,CID008932,Business Partner
REL003338,CID006696,CID007482,Associate
REL003339,CID006727,CID009071,Same Phone
REL003340,CID001905,CID008983,Brother
REL003341,CID000714,CID005236,Same Phone
REL003342,CID007631,CID008235,Brother
REL003343,CID001799,CID006434,Same Phone
REL003344,CID005526,CID007437,Gang Member
REL003345,CID002202,CID006186,Friend
REL003346,CID002746,CID000928,Business Partner
REL003347,CID005864,CID005152,Same Vehicle
REL003348,CID006847,CID004620,Business Partner
REL003349,CID002230,CID007441,Business Partner
REL003350,CID002985,CID006922,Business Partner
REL003351,CID002386,CID009977,Brother
REL003352,CID008144,CID006180,Brother
REL003353,CID005268,CID004557,Friend
REL003354,CID004246,CID001640,Business Partner
REL003355,CID008711,CID003891,Business Partner
REL003356,CID001898,CID004206,Brother
REL003357,CID007890,CID007863,Associate
REL003358,CID002649,CID008336,Same Bank Account
REL003359,CID005421,CID001569,Money Transfer
REL003360,CID004593,CID002606,Same Bank Account
REL003361,CID005198,CID008612,Associate
REL003362,CID002107,CID006109,Gang Member
REL003363,CID009122,CID008603,Friend
REL003364,CID000412,CID009705,Gang Member
REL003365,CID001556,CID005409,Brother
REL003366,CID006735,CID004929,Associate
REL003367,CID009696,CID007594,Friend
REL003368,CID006077,CID004846,Same Vehicle
REL003369,CID006111,CID001040,Gang Member
REL003370,CID000578,CID001954,Gang Member
REL003371,CID000282,CID008257,Friend
REL003372,CID005500,CID000984,Same Vehicle
REL003373,CID004292,CID007929,Gang Member
REL003374,CID006962,CID007809,Gang Member
REL003375,CID001945,CID000799,Money Transfer
REL003376,CID003514,CID008904,Associate
REL003377,CID009373,CID000678,Same Vehicle
REL003378,CID006442,CID008849,Associate
REL003379,CID008717,CID001931,Money Transfer
REL003380,CID001672,CID000075,Brother
REL003381,CID002462,CID006859,Friend
REL003382,CID002141,CID006078,Associate
REL003383,CID001470,CID000069,Business Partner
REL003384,CID002725,CID003403,Same Vehicle
REL003385,CID006889,CID007283,Same Bank Account
REL003386,CID009093,CID006100,Friend
REL003387,CID002122,CID002131,Same Phone
REL003388,CID000087,CID008322,Business Partner
REL003389,CID000753,CID002827,Business Partner
REL003390,CID004040,CID009272,Same Phone
REL003391,CID003653,CID004841,Brother
REL003392,CID005478,CID002278,Gang Member
REL003393,CID000357,CID008480,Same Vehicle
REL003394,CID005523,CID000263,Same Vehicle
REL003395,CID000464,CID002841,Money Transfer
REL003396,CID000546,CID007412,Money Transfer
REL003397,CID006692,CID008757,Same Phone
REL003398,CID001860,CID004335,Money Transfer
REL003399,CID007156,CID001670,Same Bank Account
REL003400,CID006465,CID000928,Money Transfer
REL003401,CID000284,CID008733,Brother
REL003402,CID006038,CID004897,Gang Member
REL003403,CID003567,CID003028,Associate
REL003404,CID007414,CID003008,Gang Member
REL003405,CID009961,CID008647,Brother
REL003406,CID005098,CID000855,Money Transfer
REL003407,CID002094,CID005000,Business Partner
REL003408,CID000947,CID007572,Same Bank Account
REL003409,CID005600,CID004555,Same Bank Account
REL003410,CID004268,CID004544,Associate
REL003411,CID002938,CID004811,Associate
REL003412,CID009695,CID006861,Same Vehicle
REL003413,CID003860,CID003660,Friend
REL003414,CID003324,CID002395,Associate
REL003415,CID007620,CID007220,Same Bank Account
REL003416,CID003194,CID003460,Same Bank Account
REL003417,CID004963,CID006171,Brother
REL003418,CID001505,CID004324,Same Vehicle
REL003419,CID005668,CID005814,Same Vehicle
REL003420,CID008864,CID004173,Friend
REL003421,CID008690,CID006905,Same Vehicle
REL003422,CID008446,CID000300,Same Phone
REL003423,CID006441,CID006090,Friend
REL003424,CID006488,CID008598,Gang Member
REL003425,CID002634,CID009446,Same Phone
REL003426,CID000700,CID008723,Same Bank Account
REL003427,CID007185,CID007300,Friend
REL003428,CID001494,CID008423,Business Partner
REL003429,CID000033,CID006041,Same Vehicle
REL003430,CID000437,CID003832,Friend
REL003431,CID001271,CID005478,Same Vehicle
REL003432,CID006590,CID007663,Same Phone
REL003433,CID008858,CID007872,Same Vehicle
REL003434,CID002274,CID004102,Same Vehicle
REL003435,CID005691,CID008160,Business Partner
REL003436,CID006776,CID000228,Business Partner
REL003437,CID007895,CID008027,Friend
REL003438,CID002621,CID004896,Associate
REL003439,CID000777,CID009538,Associate
REL003440,CID001027,CID008995,Same Vehicle
REL003441,CID008797,CID008758,Business Partner
REL003442,CID001929,CID005175,Associate
REL003443,CID007919,CID004915,Same Vehicle
REL003444,CID005074,CID009846,Brother
REL003445,CID008381,CID003888,Same Vehicle
REL003446,CID004287,CID006004,Money Transfer
REL003447,CID008294,CID000788,Gang Member
REL003448,CID003350,CID004149,Business Partner
REL003449,CID008092,CID008632,Brother
REL003450,CID006330,CID008132,Same Bank Account
REL003451,CID009329,CID006632,Associate
REL003452,CID000383,CID002596,Gang Member
REL003453,CID001525,CID004282,Same Bank Account
REL003454,CID000952,CID005460,Same Phone
REL003455,CID009763,CID009484,Money Transfer
REL003456,CID003883,CID008298,Same Phone
REL003457,CID000323,CID007427,Money Transfer
REL003458,CID005942,CID000623,Brother
REL003459,CID001755,CID007464,Friend
REL003460,CID006145,CID001619,Same Vehicle
REL003461,CID006805,CID000765,Gang Member
REL003462,CID009148,CID004228,Same Phone
REL003463,CID005645,CID008452,Same Bank Account
REL003464,CID009486,CID005527,Same Vehicle
REL003465,CID002124,CID005832,Brother
REL003466,CID006351,CID005865,Money Transfer
REL003467,CID001536,CID006572,Brother
REL003468,CID002582,CID009349,Associate
REL003469,CID001850,CID004031,Brother
REL003470,CID000962,CID007903,Business Partner
REL003471,CID009278,CID003388,Same Phone
REL003472,CID003819,CID006945,Associate
REL003473,CID006604,CID001344,Gang Member
REL003474,CID002674,CID005790,Business Partner
REL003475,CID004044,CID000149,Business Partner
REL003476,CID000772,CID002231,Friend
REL003477,CID002907,CID006443,Same Phone
REL003478,CID008346,CID000038,Brother
REL003479,CID007895,CID008131,Same Phone
REL003480,CID002630,CID005595,Associate
REL003481,CID009310,CID002820,Same Vehicle
REL003482,CID004817,CID002426,Friend
REL003483,CID005038,CID006067,Associate
REL003484,CID004381,CID001927,Money Transfer
REL003485,CID009942,CID006717,Associate
REL003486,CID007721,CID002696,Gang Member
REL003487,CID006031,CID009322,Business Partner
REL003488,CID003438,CID007678,Gang Member
REL003489,CID007074,CID001026,Business Partner
REL003490,CID004564,CID009532,Same Bank Account
REL003491,CID001905,CID004922,Gang Member
REL003492,CID003451,CID005685,Same Phone
REL003493,CID005336,CID008654,Same Phone
REL003494,CID001117,CID004834,Associate
REL003495,CID008933,CID001635,Money Transfer
REL003496,CID002117,CID006824,Same Vehicle
REL003497,CID008547,CID007513,Same Phone
REL003498,CID003292,CID004430,Same Phone
REL003499,CID007041,CID002504,Same Bank Account
REL003500,CID004229,CID005502,Same Vehicle
REL003501,CID006155,CID005485,Friend
REL003502,CID003308,CID004190,Brother
REL003503,CID001643,CID007476,Same Vehicle
REL003504,CID005111,CID000172,Business Partner
REL003505,CID000613,CID003517,Same Bank Account
REL003506,CID003084,CID001194,Same Phone
REL003507,CID008138,CID003303,Friend
REL003508,CID000801,CID005034,Money Transfer
REL003509,CID009282,CID007246,Money Transfer
REL003510,CID005853,CID002443,Same Vehicle
REL003511,CID003638,CID009887,Business Partner
REL003512,CID005324,CID005599,Friend
REL003513,CID003734,CID005878,Money Transfer
REL003514,CID005703,CID009942,Same Vehicle
REL003515,CID000371,CID003973,Brother
REL003516,CID007573,CID008175,Associate
REL003517,CID000580,CID002861,Business Partner
REL003518,CID009551,CID000348,Friend
REL003519,CID005032,CID008735,Friend
REL003520,CID001247,CID002524,Business Partner
REL003521,CID001700,CID009696,Business Partner
REL003522,CID000278,CID006881,Business Partner
REL003523,CID009634,CID009525,Money Transfer
REL003524,CID004723,CID000617,Money Transfer
REL003525,CID001522,CID001975,Same Bank Account
REL003526,CID009389,CID007189,Friend
REL003527,CID003460,CID003712,Brother
REL003528,CID007145,CID006551,Associate
REL003529,CID007939,CID004675,Same Bank Account
REL003530,CID006897,CID009697,Gang Member
REL003531,CID001967,CID001120,Gang Member
REL003532,CID007620,CID007992,Friend
REL003533,CID005589,CID002665,Same Bank Account
REL003534,CID002639,CID006681,Friend
REL003535,CID005417,CID003801,Same Vehicle
REL003536,CID006817,CID004665,Gang Member
REL003537,CID006898,CID000150,Same Bank Account
REL003538,CID006970,CID004218,Same Vehicle
REL003539,CID002606,CID009314,Associate
REL003540,CID004932,CID007025,Same Phone
